user_id,age,sex
47815,25_34,1.0
27619,45_54,0.0
4629,55_64,1.0
43715,25_34,0.0
157645,18_24,0.0
128379,18_24,0.0
145370,45_54,0.0
14827,25_34,1.0
53419,18_24,0.0
87050,18_24,0.0
155105,35_44,0.0
156941,55_64,0.0
96636,35_44,0.0
137197,18_24,1.0
2833,25_34,0.0
26803,25_34,0.0
54089,45_54,0.0
60984,45_54,0.0
151479,18_24,0.0
43248,18_24,0.0
37052,55_64,0.0
20426,18_24,1.0
49808,18_24,0.0
115176,25_34,0.0
170,18_24,0.0
104697,25_34,0.0
46062,25_34,1.0
158372,18_24,1.0
138155,65_inf,0.0
97710,18_24,1.0
104069,45_54,0.0
126555,18_24,0.0
83903,45_54,0.0
98319,18_24,0.0
77050,25_34,1.0
61814,18_24,0.0
48534,18_24,0.0
60489,35_44,0.0
33970,18_24,0.0
11,55_64,0.0
73258,35_44,0.0
24309,35_44,1.0
10881,55_64,1.0
47315,35_44,1.0
36503,65_inf,1.0
2677,25_34,1.0
48955,25_34,1.0
66672,18_24,1.0
26849,45_54,1.0
118861,18_24,0.0
33873,25_34,0.0
18104,18_24,0.0
146516,18_24,0.0
31747,18_24,0.0
87039,45_54,0.0
128286,65_inf,0.0
8527,65_inf,0.0
158255,18_24,0.0
140961,18_24,0.0
153547,18_24,1.0
39284,55_64,0.0
36725,18_24,1.0
141904,45_54,0.0
152963,45_54,1.0
16440,18_24,0.0
155455,25_34,0.0
37154,18_24,0.0
18691,18_24,0.0
91340,18_24,1.0
71178,45_54,0.0
91037,35_44,0.0
139230,25_34,0.0
54030,18_24,0.0
132907,25_34,1.0
135377,35_44,0.0
111902,65_inf,0.0
115392,25_34,0.0
6507,18_24,1.0
116815,55_64,1.0
121814,35_44,0.0
89892,25_34,1.0
25145,55_64,0.0
98755,55_64,1.0
143491,55_64,1.0
154562,35_44,0.0
37248,25_34,0.0
41889,35_44,0.0
51730,55_64,0.0
140995,65_inf,0.0
92234,65_inf,0.0
157679,18_24,1.0
7783,18_24,0.0
44534,18_24,0.0
23656,65_inf,1.0
139321,18_24,0.0
13941,45_54,0.0
13023,55_64,0.0
138118,18_24,0.0
101512,25_34,0.0
124836,55_64,0.0
67588,18_24,0.0
104522,25_34,0.0
21020,18_24,0.0
21445,35_44,0.0
150037,45_54,0.0
117925,18_24,0.0
105278,55_64,1.0
114817,35_44,0.0
121852,45_54,1.0
147917,25_34,0.0
137298,25_34,1.0
2429,45_54,1.0
20553,45_54,1.0
75426,18_24,0.0
158180,55_64,0.0
106985,55_64,0.0
104166,55_64,0.0
136718,18_24,0.0
3817,65_inf,0.0
2959,45_54,0.0
96155,18_24,0.0
115224,18_24,0.0
14103,18_24,0.0
21521,18_24,0.0
51522,45_54,0.0
30453,18_24,0.0
57341,25_34,1.0
86212,18_24,1.0
134101,35_44,1.0
35831,45_54,1.0
40035,25_34,0.0
137933,35_44,0.0
145771,65_inf,0.0
17129,18_24,0.0
39548,18_24,1.0
100076,18_24,0.0
35145,18_24,0.0
17952,18_24,0.0
89677,18_24,0.0
131058,65_inf,1.0
36414,18_24,0.0
99607,35_44,1.0
11653,18_24,1.0
123044,25_34,0.0
3041,18_24,0.0
94493,18_24,0.0
137615,55_64,1.0
113145,18_24,0.0
147980,55_64,1.0
106560,18_24,0.0
49669,25_34,0.0
124460,35_44,1.0
66964,18_24,0.0
99093,25_34,1.0
7704,18_24,1.0
132222,18_24,0.0
88324,18_24,1.0
135921,35_44,0.0
149765,25_34,0.0
122735,18_24,0.0
90508,25_34,0.0
101251,45_54,1.0
77045,55_64,0.0
114519,55_64,0.0
50641,25_34,0.0
144820,18_24,0.0
120604,18_24,1.0
24062,18_24,1.0
80325,45_54,1.0
56983,18_24,1.0
105538,45_54,1.0
13139,25_34,0.0
77726,18_24,1.0
17471,35_44,1.0
48096,55_64,0.0
122321,18_24,0.0
123375,18_24,1.0
142564,35_44,0.0
44078,55_64,0.0
106207,18_24,0.0
113160,18_24,1.0
86954,18_24,0.0
61721,25_34,0.0
127876,18_24,0.0
15095,18_24,0.0
78757,65_inf,0.0
97873,55_64,0.0
23352,55_64,0.0
111370,25_34,1.0
9447,18_24,0.0
100715,18_24,1.0
55845,18_24,0.0
2103,35_44,1.0
34913,25_34,1.0
26829,18_24,1.0
10064,18_24,1.0
37652,18_24,0.0
49907,18_24,0.0
109799,18_24,1.0
2368,25_34,1.0
124550,25_34,0.0
49320,18_24,0.0
105361,18_24,0.0
29260,18_24,0.0
146229,18_24,0.0
10443,18_24,0.0
43590,55_64,0.0
141461,25_34,0.0
75912,65_inf,1.0
128427,55_64,0.0
31760,55_64,1.0
79665,18_24,1.0
108330,45_54,1.0
132256,25_34,0.0
43886,25_34,0.0
116587,25_34,1.0
112616,18_24,0.0
122676,18_24,0.0
1052,25_34,0.0
16721,35_44,0.0
84460,25_34,0.0
54627,18_24,0.0
52367,65_inf,0.0
32405,18_24,0.0
29286,65_inf,1.0
137469,25_34,0.0
68534,35_44,1.0
88408,18_24,1.0
136371,45_54,1.0
123043,18_24,1.0
64942,55_64,0.0
90408,35_44,0.0
97371,25_34,0.0
85351,45_54,1.0
72499,18_24,0.0
153723,25_34,0.0
106689,35_44,0.0
91055,65_inf,1.0
115425,25_34,1.0
108827,35_44,0.0
27272,35_44,0.0
127408,25_34,1.0
134787,18_24,1.0
37723,18_24,1.0
4537,25_34,1.0
143394,55_64,0.0
67658,45_54,0.0
90821,18_24,0.0
18716,18_24,0.0
119767,18_24,0.0
87549,18_24,1.0
23753,25_34,1.0
49392,25_34,1.0
143899,35_44,1.0
110666,45_54,0.0
149608,18_24,0.0
28231,25_34,0.0
27716,18_24,0.0
105509,65_inf,1.0
73711,65_inf,0.0
46778,55_64,0.0
141583,25_34,0.0
84399,25_34,0.0
158670,65_inf,0.0
29649,18_24,0.0
123122,18_24,0.0
158386,55_64,0.0
82120,18_24,0.0
27301,65_inf,1.0
98284,18_24,0.0
68024,25_34,0.0
106471,18_24,0.0
90459,18_24,0.0
100981,45_54,0.0
139956,25_34,1.0
66227,18_24,0.0
118438,18_24,1.0
109305,18_24,1.0
9394,18_24,0.0
113939,65_inf,1.0
39131,45_54,1.0
4034,35_44,1.0
92193,18_24,0.0
101698,18_24,0.0
61625,65_inf,1.0
95570,18_24,0.0
100146,18_24,1.0
100471,25_34,0.0
137412,25_34,1.0
15065,55_64,0.0
100508,45_54,0.0
13219,25_34,1.0
48465,25_34,0.0
67899,25_34,0.0
111305,18_24,0.0
145213,65_inf,0.0
98945,25_34,0.0
140584,25_34,0.0
12963,18_24,0.0
26089,18_24,0.0
1528,25_34,0.0
59027,18_24,0.0
67722,18_24,1.0
52587,55_64,0.0
64377,18_24,0.0
80611,18_24,1.0
14922,25_34,0.0
74608,65_inf,1.0
77232,25_34,0.0
106540,55_64,0.0
131259,18_24,0.0
150149,18_24,1.0
109497,25_34,0.0
151449,55_64,0.0
2345,18_24,0.0
155121,65_inf,0.0
101899,25_34,1.0
128297,25_34,0.0
17464,18_24,1.0
79201,25_34,1.0
23043,25_34,1.0
119889,18_24,0.0
142061,18_24,0.0
35878,65_inf,0.0
62667,55_64,0.0
158826,18_24,0.0
88240,25_34,0.0
82393,25_34,0.0
126605,25_34,1.0
82701,45_54,1.0
473,18_24,0.0
5053,18_24,0.0
50852,18_24,0.0
31550,65_inf,0.0
14867,25_34,0.0
159036,35_44,0.0
66880,65_inf,1.0
57456,55_64,0.0
22583,65_inf,0.0
76420,35_44,0.0
3363,25_34,0.0
43039,18_24,0.0
147771,35_44,0.0
49282,18_24,1.0
4216,18_24,0.0
92931,25_34,1.0
36111,18_24,0.0
157145,35_44,0.0
39643,18_24,0.0
16875,18_24,1.0
80391,45_54,1.0
24336,55_64,0.0
99760,18_24,0.0
1046,25_34,0.0
42237,18_24,0.0
53471,18_24,1.0
119346,35_44,1.0
72626,18_24,0.0
10379,18_24,0.0
82596,25_34,0.0
90534,25_34,0.0
33683,25_34,1.0
129337,18_24,0.0
154993,45_54,0.0
84496,45_54,1.0
29357,18_24,0.0
154473,25_34,0.0
61568,18_24,0.0
14388,18_24,1.0
65691,18_24,0.0
113852,45_54,1.0
58941,55_64,1.0
133739,35_44,1.0
27194,18_24,0.0
30283,18_24,0.0
80381,55_64,0.0
71531,18_24,0.0
133053,55_64,0.0
154174,25_34,0.0
91088,25_34,0.0
83863,55_64,0.0
10776,18_24,0.0
112383,25_34,0.0
80027,18_24,0.0
138355,45_54,1.0
847,18_24,0.0
4560,35_44,0.0
39374,18_24,0.0
132986,65_inf,0.0
143427,18_24,1.0
150340,25_34,0.0
19783,55_64,0.0
60203,18_24,1.0
110329,25_34,1.0
97288,18_24,0.0
70374,35_44,0.0
27696,45_54,0.0
125167,18_24,0.0
37553,25_34,0.0
62943,65_inf,0.0
6403,25_34,0.0
155576,25_34,1.0
147060,18_24,1.0
84103,25_34,0.0
95884,35_44,0.0
45943,25_34,1.0
114302,18_24,0.0
76658,25_34,0.0
9036,65_inf,0.0
6344,45_54,1.0
153215,18_24,0.0
58236,18_24,0.0
62236,55_64,0.0
105205,18_24,0.0
65506,55_64,0.0
136210,35_44,0.0
4354,18_24,1.0
90921,18_24,1.0
54095,18_24,0.0
120831,18_24,0.0
88972,18_24,0.0
146162,25_34,0.0
124607,18_24,0.0
45067,45_54,1.0
113231,45_54,1.0
72258,18_24,0.0
72172,35_44,0.0
84809,18_24,0.0
99552,18_24,0.0
30978,18_24,1.0
73719,25_34,0.0
19823,45_54,1.0
93666,18_24,1.0
4390,45_54,1.0
82879,45_54,1.0
116352,35_44,0.0
85731,35_44,0.0
48650,45_54,1.0
36367,18_24,0.0
12981,18_24,0.0
51930,18_24,1.0
29796,18_24,1.0
102689,18_24,0.0
93273,35_44,0.0
54062,18_24,0.0
48028,55_64,0.0
68200,18_24,0.0
36929,18_24,0.0
113465,25_34,0.0
50786,25_34,0.0
99276,25_34,1.0
146944,55_64,1.0
95359,25_34,0.0
142270,18_24,0.0
18729,18_24,0.0
113024,18_24,0.0
149523,18_24,0.0
8096,18_24,0.0
146192,25_34,0.0
79701,18_24,0.0
98780,18_24,0.0
48947,25_34,0.0
55023,65_inf,0.0
65037,18_24,1.0
157366,18_24,0.0
131441,18_24,1.0
22844,18_24,0.0
90477,25_34,1.0
71819,25_34,0.0
101196,35_44,1.0
140323,45_54,1.0
43208,18_24,0.0
62243,18_24,1.0
95530,18_24,0.0
12348,18_24,1.0
106636,25_34,0.0
143352,45_54,0.0
102153,55_64,1.0
133448,65_inf,1.0
134835,25_34,1.0
136443,18_24,0.0
131253,65_inf,1.0
71889,18_24,0.0
71075,18_24,0.0
14615,18_24,0.0
84863,35_44,0.0
72457,45_54,0.0
83902,45_54,0.0
126082,18_24,1.0
66166,18_24,0.0
158787,55_64,0.0
150033,45_54,0.0
130352,25_34,0.0
146483,45_54,0.0
59195,65_inf,1.0
146794,18_24,0.0
49985,25_34,1.0
105828,45_54,0.0
125344,35_44,1.0
50872,18_24,1.0
79500,35_44,0.0
122282,45_54,0.0
16438,18_24,0.0
71099,35_44,1.0
148186,55_64,0.0
79780,45_54,0.0
114724,25_34,0.0
148446,25_34,0.0
77806,55_64,0.0
147398,35_44,1.0
128078,55_64,1.0
104744,18_24,0.0
143247,45_54,0.0
130194,45_54,1.0
106129,18_24,1.0
122186,35_44,1.0
48879,35_44,1.0
50622,25_34,0.0
73636,25_34,0.0
95612,45_54,0.0
34520,18_24,1.0
72588,25_34,0.0
115988,18_24,0.0
15656,18_24,0.0
2400,18_24,0.0
9074,18_24,0.0
24,25_34,0.0
123891,35_44,1.0
32079,18_24,0.0
119954,55_64,0.0
94044,25_34,1.0
8065,25_34,0.0
26265,18_24,1.0
13538,18_24,0.0
82562,18_24,1.0
62388,55_64,0.0
93228,18_24,1.0
44037,55_64,0.0
11425,55_64,0.0
7914,25_34,0.0
77621,18_24,0.0
64533,25_34,0.0
133615,55_64,0.0
63169,45_54,0.0
5558,25_34,0.0
66268,45_54,0.0
10801,18_24,0.0
41924,18_24,0.0
59070,65_inf,0.0
64017,25_34,0.0
148349,18_24,0.0
17210,18_24,1.0
26297,55_64,0.0
51907,45_54,0.0
87894,18_24,1.0
35664,18_24,0.0
68354,35_44,1.0
65794,18_24,0.0
147943,35_44,0.0
123038,25_34,1.0
102263,18_24,1.0
17350,45_54,0.0
38111,18_24,0.0
138362,18_24,0.0
127865,18_24,0.0
99880,35_44,1.0
75095,45_54,0.0
63058,18_24,0.0
658,65_inf,0.0
62104,35_44,1.0
54788,18_24,0.0
81280,18_24,0.0
151783,35_44,0.0
71903,18_24,0.0
1667,55_64,1.0
114359,18_24,0.0
63855,25_34,0.0
125650,18_24,1.0
131234,35_44,0.0
86165,65_inf,0.0
63480,35_44,1.0
8765,18_24,1.0
2513,18_24,0.0
87954,45_54,0.0
126833,55_64,0.0
1033,45_54,1.0
34120,18_24,1.0
55840,65_inf,0.0
37824,35_44,0.0
54964,55_64,0.0
8851,45_54,0.0
105176,18_24,0.0
77708,18_24,1.0
14907,18_24,0.0
89190,25_34,0.0
125808,35_44,1.0
4587,35_44,0.0
40929,18_24,0.0
98377,18_24,0.0
109581,45_54,1.0
94014,18_24,0.0
64107,25_34,0.0
71422,55_64,0.0
105577,55_64,0.0
98822,55_64,1.0
49167,45_54,0.0
93658,18_24,0.0
9878,35_44,0.0
123032,18_24,0.0
136775,35_44,1.0
2914,25_34,0.0
133822,25_34,0.0
126743,45_54,0.0
104339,18_24,0.0
154778,18_24,0.0
43852,18_24,0.0
32232,35_44,0.0
96768,25_34,1.0
84867,45_54,0.0
61391,18_24,0.0
67045,65_inf,0.0
47480,18_24,0.0
104307,35_44,1.0
150647,18_24,0.0
122925,55_64,0.0
130844,18_24,0.0
13880,65_inf,0.0
149245,18_24,0.0
101035,25_34,0.0
129589,35_44,0.0
104999,35_44,0.0
129409,25_34,0.0
116191,25_34,1.0
104184,18_24,0.0
26290,45_54,1.0
103459,25_34,1.0
64996,55_64,0.0
158746,18_24,0.0
13159,25_34,0.0
137230,18_24,0.0
6929,18_24,0.0
89467,18_24,0.0
101801,55_64,0.0
87518,25_34,0.0
86137,18_24,1.0
50562,18_24,1.0
618,65_inf,0.0
69931,18_24,0.0
111582,35_44,0.0
93943,18_24,0.0
111733,18_24,0.0
141934,25_34,0.0
16606,35_44,0.0
44210,18_24,1.0
36842,18_24,0.0
18772,35_44,1.0
31093,25_34,0.0
9111,25_34,0.0
53477,25_34,0.0
52409,65_inf,0.0
148014,25_34,0.0
15488,18_24,0.0
102388,18_24,1.0
120566,18_24,1.0
48019,18_24,0.0
31370,18_24,0.0
111405,18_24,1.0
133603,25_34,0.0
105324,18_24,0.0
137442,18_24,0.0
29731,18_24,0.0
56644,18_24,0.0
32091,25_34,0.0
49108,45_54,0.0
156508,18_24,0.0
125940,18_24,0.0
97543,25_34,0.0
60996,45_54,0.0
37990,25_34,0.0
154861,55_64,0.0
105508,25_34,0.0
85035,35_44,1.0
67644,18_24,0.0
94074,65_inf,0.0
132890,18_24,1.0
99532,18_24,0.0
156003,25_34,0.0
38807,18_24,1.0
127196,18_24,0.0
10869,18_24,0.0
42308,35_44,0.0
52061,55_64,0.0
33486,18_24,1.0
111944,25_34,0.0
66919,35_44,0.0
70304,55_64,1.0
116393,35_44,1.0
56824,35_44,0.0
111384,18_24,0.0
134763,25_34,0.0
145383,45_54,0.0
24795,65_inf,1.0
67223,25_34,0.0
12319,18_24,1.0
156930,18_24,0.0
1993,65_inf,0.0
152461,18_24,0.0
148065,35_44,1.0
68686,65_inf,1.0
22237,18_24,1.0
109764,35_44,1.0
40642,55_64,0.0
127963,35_44,0.0
29049,35_44,0.0
58023,18_24,1.0
37640,18_24,0.0
86190,55_64,0.0
33386,25_34,0.0
144532,55_64,0.0
67536,25_34,0.0
55828,35_44,0.0
87233,25_34,1.0
122009,55_64,0.0
95664,18_24,0.0
47336,65_inf,0.0
118208,55_64,0.0
99243,18_24,1.0
21918,18_24,0.0
71107,55_64,0.0
60443,18_24,1.0
46783,18_24,0.0
24673,35_44,1.0
116302,25_34,0.0
150549,45_54,1.0
19535,65_inf,0.0
131764,25_34,1.0
4637,45_54,0.0
47195,25_34,0.0
104706,18_24,0.0
129338,55_64,1.0
56815,35_44,1.0
77965,45_54,0.0
126247,18_24,0.0
147459,18_24,0.0
130235,35_44,1.0
147596,18_24,1.0
105079,25_34,0.0
56181,18_24,1.0
128917,25_34,0.0
69821,45_54,0.0
70460,25_34,0.0
95484,55_64,0.0
79097,55_64,1.0
44970,25_34,1.0
92138,18_24,1.0
104574,65_inf,0.0
58341,25_34,1.0
73714,18_24,0.0
73744,35_44,0.0
93891,35_44,0.0
9295,18_24,0.0
34860,25_34,0.0
41098,35_44,0.0
60483,45_54,0.0
51033,18_24,1.0
41062,18_24,0.0
59303,45_54,0.0
62983,65_inf,0.0
14533,65_inf,1.0
53079,18_24,1.0
2361,55_64,1.0
80575,18_24,0.0
144382,25_34,0.0
51262,55_64,1.0
5223,18_24,1.0
115819,45_54,0.0
144171,18_24,0.0
45683,18_24,0.0
36391,35_44,0.0
141695,35_44,0.0
118464,18_24,0.0
136936,18_24,0.0
39493,18_24,1.0
93720,55_64,0.0
157603,25_34,0.0
41841,18_24,1.0
20067,18_24,0.0
32277,18_24,1.0
22319,18_24,0.0
88839,18_24,0.0
80411,65_inf,0.0
84938,35_44,1.0
40145,35_44,0.0
141420,35_44,1.0
27973,18_24,0.0
53286,55_64,0.0
97136,18_24,1.0
78682,18_24,1.0
102009,18_24,0.0
121592,25_34,0.0
3978,18_24,0.0
45899,18_24,0.0
128491,25_34,1.0
68171,65_inf,0.0
106162,45_54,0.0
137525,18_24,1.0
22076,18_24,1.0
12628,65_inf,0.0
26793,65_inf,1.0
66378,35_44,1.0
71876,55_64,1.0
147774,18_24,0.0
130093,55_64,0.0
85200,65_inf,1.0
84021,35_44,0.0
153254,35_44,0.0
113929,55_64,0.0
101203,25_34,0.0
60992,55_64,0.0
149826,18_24,0.0
114704,18_24,1.0
32062,45_54,0.0
49895,25_34,0.0
63457,65_inf,0.0
39630,35_44,0.0
117401,18_24,0.0
156878,25_34,1.0
101368,55_64,0.0
159497,55_64,1.0
2240,18_24,0.0
70053,18_24,0.0
135302,25_34,0.0
47373,55_64,1.0
135906,55_64,1.0
34051,35_44,1.0
100178,55_64,1.0
113200,18_24,0.0
54084,25_34,0.0
33138,18_24,1.0
122542,25_34,0.0
152301,55_64,0.0
51473,35_44,0.0
61659,18_24,0.0
58394,65_inf,0.0
95510,65_inf,0.0
153504,25_34,0.0
54315,55_64,0.0
121179,55_64,0.0
43160,18_24,1.0
151307,18_24,1.0
38028,65_inf,1.0
113413,25_34,1.0
105063,25_34,1.0
88878,18_24,1.0
119242,35_44,0.0
106371,45_54,0.0
88362,18_24,0.0
101943,55_64,1.0
142508,18_24,0.0
114758,45_54,0.0
140284,55_64,0.0
34473,45_54,0.0
8419,35_44,0.0
11361,18_24,0.0
97014,55_64,1.0
45086,18_24,0.0
98629,18_24,0.0
59176,25_34,0.0
133341,18_24,1.0
141850,18_24,0.0
96286,18_24,0.0
41132,25_34,1.0
47812,35_44,0.0
91172,18_24,0.0
24256,18_24,1.0
146542,45_54,0.0
68128,25_34,0.0
67856,18_24,0.0
60196,18_24,1.0
59137,65_inf,1.0
99250,18_24,0.0
117794,25_34,0.0
61650,45_54,0.0
99447,35_44,0.0
44472,55_64,1.0
51653,18_24,0.0
63563,18_24,0.0
78564,18_24,0.0
16450,18_24,0.0
10677,18_24,0.0
45927,25_34,0.0
3249,35_44,0.0
70846,18_24,0.0
120877,18_24,0.0
55918,65_inf,1.0
95135,18_24,0.0
70905,45_54,0.0
21309,18_24,0.0
44386,18_24,0.0
31008,18_24,0.0
104769,18_24,0.0
6665,18_24,0.0
139158,18_24,1.0
111718,45_54,1.0
20741,55_64,1.0
8171,18_24,1.0
40063,25_34,0.0
71467,25_34,0.0
93239,35_44,0.0
64305,18_24,0.0
148193,18_24,1.0
32196,55_64,0.0
55223,55_64,0.0
119832,55_64,0.0
23315,18_24,0.0
33943,25_34,0.0
11297,25_34,0.0
112441,18_24,0.0
40135,18_24,0.0
104113,55_64,1.0
130979,35_44,1.0
84640,65_inf,1.0
147457,18_24,0.0
54431,55_64,0.0
155915,18_24,1.0
103122,25_34,1.0
45859,25_34,0.0
59491,18_24,0.0
108795,35_44,0.0
82997,18_24,0.0
126914,18_24,0.0
32320,25_34,0.0
113723,45_54,1.0
103040,25_34,0.0
28378,18_24,0.0
72696,18_24,0.0
97070,18_24,0.0
67364,25_34,0.0
78568,55_64,1.0
49436,25_34,1.0
141577,18_24,0.0
134424,18_24,0.0
110775,18_24,1.0
69149,25_34,0.0
127702,18_24,1.0
22513,25_34,1.0
154848,45_54,0.0
23031,25_34,0.0
13245,25_34,1.0
2461,25_34,0.0
152565,65_inf,0.0
85366,25_34,0.0
144934,25_34,0.0
71443,18_24,0.0
20307,25_34,1.0
122616,18_24,0.0
102980,18_24,0.0
122032,18_24,0.0
89095,25_34,0.0
97958,25_34,1.0
148325,18_24,0.0
147578,25_34,0.0
17377,45_54,0.0
116955,25_34,0.0
20911,55_64,0.0
